Unnamed: 0,name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,state,relative_results,url
2417872,Rush Bowls,"Rush Bowls, 513 Clematis St Suite 103, West Palm Beach, FL 33401",0x88d8d72ab2e11337:0x1e3aa6913e12e475,,26.713602,-80.055915,"['Health food restaurant' 'Breakfast restaurant' 'Brunch restaurant'
 'Dessert restaurant' 'Gluten-free restaurant' 'Juice shop'
 'Organic restaurant' 'Restaurant' 'Vegan restaurant'
 'Vegetarian restaurant']",4.3,34,$$,"[array(['Sunday', '9AM–8PM'], dtype=object)
 array(['Monday', '9AM–8PM'], dtype=object)
 array(['Tuesday', '9AM–8PM'], dtype=object)
 array(['Wednesday', '9AM–8PM'], dtype=object)
 array(['Thursday', '9AM–8PM'], dtype=object)
 array(['Friday', '9AM–8PM'], dtype=object)
 array(['Saturday', '9AM–8PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': array(['Casual', 'Cozy'], dtype=object), 'Crowd': array(['College students', 'Tourists'], dtype=object), 'Dining options': array(['Breakfast', 'Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'],
      dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': array(['Mask required'], dtype=object), 'Health and safety': None, 'Highlights': array(['LGBTQ friendly', 'Transgender safespace'], dtype=object), 'Lodging options': None, 'Offerings': array(['Healthy options', 'Quick bite', 'Vegetarian options'],
      dtype=object), 'Payments': array(['Debit cards', 'NFC mobile payments', 'Credit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Breakfast', 'Lunch', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'No-contact delivery',
       'Delivery', 'Takeout', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 9AM,"['0x88d8d767bff664fb:0x44bb11c2611eb622'
 '0x88d8d65627eb416b:0xf60f2ec585c5cc6a'
 '0x88d92aa407298de3:0x749e7687d1e76ca4'
 '0x88d8d69aac901ffb:0x3e5707ee416c52a5']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d72ab2e11337:0x1e3aa6913e12e475?authuser=-1&hl=en&gl=us
2418218,Freshii,"Freshii, 1155 Main St, Jupiter, FL 33458",0x88ded596cfaacd41:0x2976f4ad8cd77d34,"Health-minded, counter-serve chain offering tossed-to-order salads plus soups, burritos & more.",26.888552,-80.114255,['Health food restaurant'],4.0,62,$$,"[array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '9AM–3PM'], dtype=object)
 array(['Tuesday', '9AM–3PM'], dtype=object)
 array(['Wednesday', '9AM–3PM'], dtype=object)
 array(['Thursday', '9AM–3PM'], dtype=object)
 array(['Friday', '9AM–3PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible restroom'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'Restroom'], dtype=object), 'Atmosphere': None, 'Crowd': None, 'Dining options': array(['Lunch', 'Dinner'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': array(['Comfort food', 'Organic dishes', 'Vegetarian options'],
      dtype=object), 'Payments': array(['Debit cards', 'NFC mobile payments'], dtype=object), 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in'], dtype=object)}",Permanently closed,"['0x88df29ecf0fa5ec3:0xa0e9debb862c0a4e'
 '0x88df2ae6c6aafa73:0xfe573b14d2afdc69'
 '0x88ded74449b67443:0x6f5ce881bf9883d0'
 '0x88ded596b88b9be7:0x74eed9766fd9eecf'
 '0x88ded5857c51c461:0xe3fbd5a98402bcf8']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ded596cfaacd41:0x2976f4ad8cd77d34?authuser=-1&hl=en&gl=us
2435604,Smoothie King,"Smoothie King, 5816 Bee Ridge Rd, Sarasota, FL 34233",0x88c346e00a9a5d2f:0x310c4b547b5f93f3,"Health-conscious chain featuring blended drinks in varied flavors, nutritional products & snacks.",27.297678,-82.453575,"['Juice shop' 'Fast food restaurant' 'Health food restaurant'
 'Delivery Restaurant' 'Takeout Restaurant' 'Vitamin & supplements store']",4.3,103,$$,"[array(['Sunday', '10AM–8PM'], dtype=object)
 array(['Monday', '7AM–9PM'], dtype=object)
 array(['Tuesday', '7AM–9PM'], dtype=object)
 array(['Wednesday', '7AM–9PM'], dtype=object)
 array(['Thursday', '7AM–9PM'], dtype=object)
 array(['Friday', '7AM–9PM'], dtype=object)
 array(['Saturday', '8AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance',
       'Wheelchair accessible parking lot'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Fast service'], dtype=object), 'Lodging options': None, 'Offerings': array([""Kids' menu""], dtype=object), 'Payments': array(['NFC mobile payments'], dtype=object), 'Planning': None, 'Popular for': array(['Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'Takeout'], dtype=object)}",Closed ⋅ Opens 10AM,"['0x88c34394223c8d91:0xd118a57de7ce25df'
 '0x88c338d6e3115539:0x94d9e666702d3b2e'
 '0x88c346e01cd9b4c7:0x31afd44e33a76d78'
 '0x88c3471ffdf3cd4d:0x90b039040ac44ca1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c346e00a9a5d2f:0x310c4b547b5f93f3?authuser=-1&hl=en&gl=us
2437353,Edible Arrangements,"Edible Arrangements, 8180 Pines Blvd, Pembroke Pines, FL 33024",0x88d9a8c63f02b545:0xa85bebbfd6b4a8b1,Chain selling clever arrangements & gift baskets made up of gourmet fresh & chocolate-dipped fruit.,26.007308,-80.250167,"['Gift shop' 'Caterer' 'Chocolate shop' 'Dessert shop' 'Florist'
 'Gift basket store' 'Grocery store' 'Juice shop']",3.3,57,,"[array(['Saturday', '9AM–5PM'], dtype=object)
 array(['Sunday', '10AM–2PM'], dtype=object)
 array(['Monday', '9AM–5PM'], dtype=object)
 array(['Tuesday', '9AM–5PM'], dtype=object)
 array(['Wednesday', '9AM–5PM'], dtype=object)
 array(['Thursday', '9AM–5PM'], dtype=object)
 array(['Friday', '9AM–5PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': None, 'Payments': None, 'Planning': array(['Quick visit'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'In-store pickup',
       'In-store shopping', 'Same-day delivery'], dtype=object)}",Closed ⋅ Opens 10AM Sun,"['0x88d903d40fb7b6c5:0x92310362f761ff3e'
 '0x88d9a602cdd84e67:0xaf68c0e5b50d43f5'
 '0x88d9a9329324b873:0x9268c679ffea513e'
 '0x88d9a8c64daf5345:0xc9dd846ec887eae6']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a8c63f02b545:0xa85bebbfd6b4a8b1?authuser=-1&hl=en&gl=us
2440785,Smoothie King,"Smoothie King, 4952 US-90, Pace, FL 32571",0x8890eec421b846e9:0xaa9294f7b1424467,"Health-conscious chain featuring blended drinks in varied flavors, nutritional products & snacks.",30.60377,-87.11715,"['Juice shop' 'Fast food restaurant' 'Health food restaurant'
 'Delivery Restaurant' 'Takeout Restaurant' 'Vitamin & supplements store']",4.6,143,$$,"[array(['Saturday', '8AM–9PM'], dtype=object)
 array(['Sunday', '10AM–8PM'], dtype=object)
 array(['Monday', '7AM–9PM'], dtype=object)
 array(['Tuesday', '7AM–9PM'], dtype=object)
 array(['Wednesday', '7AM–9PM'], dtype=object)
 array(['Thursday', '7AM–9PM'], dtype=object)
 array(['Friday', '7AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': None, 'Dining options': array(['Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Fast service'], dtype=object), 'Lodging options': None, 'Offerings': array([""Kids' menu""], dtype=object), 'Payments': array(['NFC mobile payments'], dtype=object), 'Planning': None, 'Popular for': array(['Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Delivery', 'Takeout', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 10AM Sun,"['0x8890c0736a210e37:0x286a55098721ccc7'
 '0x8890ede7a61bffe5:0x4e6f1bd44557aca7'
 '0x8890eeb90fee4d69:0x65c53565205fe1b5'
 '0x8890eec458b531fb:0xaa4ef95306fb161c'
 '0x8890eea6efc4da63:0x812c2702b099430e']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890eec421b846e9:0xaa9294f7b1424467?authuser=-1&hl=en&gl=us
2442291,Triple Play,"Triple Play, 3186 Gateway Ln, Cantonment, FL 32533",0x8890944a4c8ea345:0xcf4e7cb28a84b50f,,30.549523,-87.279577,['Batting cage center'],4.1,28,,"[array(['Saturday', '8AM–6PM'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '8AM–6PM'], dtype=object)
 array(['Tuesday', '8AM–6PM'], dtype=object)
 array(['Wednesday', '8AM–6PM'], dtype=object)
 array(['Thursday', '8AM–6PM'], dtype=object)
 array(['Friday', '8AM–6PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': None}",Closed ⋅ Opens 8AM Mon,"['0x889095174e9128d9:0x70e2582832f4510c'
 '0x8890bff9760e1217:0x48c0c56703348c92'
 '0x8890bfb02d9d2e79:0x4409e47d48590198'
 '0x8890ec7e669e1919:0xb092498f9967bd41']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8890944a4c8ea345:0xcf4e7cb28a84b50f?authuser=-1&hl=en&gl=us
2444308,Painting with a Twist,"Painting with a Twist, 6264 Cypress Gardens Blvd, Winter Haven, FL 33884",0x88dd0d8ecada3de5:0x3d77602feff91e60,Chain of art studios offering easy-to-follow painting classes for groups & individuals.,27.982944,-81.683211,"['Painting studio' 'Art studio' 'Event venue' 'Painting lessons'
 'Social club' 'Wine bar' 'Wine club']",4.8,68,,,"{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': None}",,"['0x88dd6b34c54d6c6b:0x5bdc37ea1988ebe1'
 '0x88dd0d80f0a71833:0x7a4e4f12bd2e2720'
 '0x88dd131cdb6ce16f:0xc223b7a7c534719c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd0d8ecada3de5:0x3d77602feff91e60?authuser=-1&hl=en&gl=us
2446339,Dairy Queen Grill & Chill,"Dairy Queen Grill & Chill, 3817 Clyde Morris Blvd, Port Orange, FL 32129",0x88e6d92f1369c65d:0x7ed9723b272c5d40,Soft-serve ice cream & signature shakes top the menu at this classic burger & fries fast-food chain.,29.142816,-81.03509,['Fast food restaurant'],3.7,3,$,"[array(['Saturday', '6AM–10PM'], dtype=object)
 array(['Sunday', '6AM–10PM'], dtype=object)
 array(['Monday', '6AM–10PM'], dtype=object)
 array(['Tuesday', '6AM–10PM'], dtype=object)
 array(['Wednesday', '6AM–10PM'], dtype=object)
 array(['Thursday', '6AM–10PM'], dtype=object)
 array(['Friday', '6AM–10PM'], dtype=object)]","{'Accessibility': None, 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': None}",Permanently closed,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e6d92f1369c65d:0x7ed9723b272c5d40?authuser=-1&hl=en&gl=us
2465246,The Green Parrot,"The Green Parrot, 7008 Thomas Dr, Panama City Beach, FL 32407",0x8893889923c91a31:0x26a9c6e61cf4abfd,,30.157312,-85.772972,,3.5,2,,"[array(['Saturday', '7AM–10PM'], dtype=object)
 array(['Sunday', '7AM–10PM'], dtype=object)
 array(['Monday', '7AM–10PM'], dtype=object)
 array(['Tuesday', '7AM–10PM'], dtype=object)
 array(['Wednesday', '7AM–10PM'], dtype=object)
 array(['Thursday', '7AM–10PM'], dtype=object)
 array(['Friday', '7AM–10PM'], dtype=object)]",,Permanently closed,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8893889923c91a31:0x26a9c6e61cf4abfd?authuser=-1&hl=en&gl=us
2476648,Hooters,"Hooters, 2282 Weston Rd, Weston, FL 33326",0x88d9a103956bef9b:0x7b74aea496fc6b6c,,26.091701,-80.370494,['Restaurant'],3.2,47,,"[array(['Saturday', '11AM–11PM'], dtype=object)
 array(['Sunday', '11AM–11PM'], dtype=object)
 array(['Monday', '11AM–11PM'], dtype=object)
 array(['Tuesday', '11AM–11PM'], dtype=object)
 array(['Wednesday', '11AM–11PM'], dtype=object)
 array(['Thursday', '11AM–11PM'], dtype=object)
 array(['Friday', '11AM–11PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Bar onsite', 'High chairs'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['College students', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Great beer selection'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Comfort food', 'Happy hour food',
       'Hard liquor', ""Kids' menu"", 'Late-night food', 'Quick bite',
       'Small plates', 'Wine'], dtype=object), 'Payments': None, 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'Takeout', 'Dine-in'], dtype=object)}",Open ⋅ Closes 11PM,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a103956bef9b:0x7b74aea496fc6b6c?authuser=-1&hl=en&gl=us
2478548,Sushi King,"Sushi King, 2750 Race Track Rd #106, Fruit Cove, FL 32259",0x88e5cdce5e4ab657:0x80a3d1beda6cec5d,,30.112834,-81.589952,['Sushi restaurant' 'Japanese restaurant'],4.2,187,$,"[array(['Saturday', '11AM–10PM'], dtype=object)
 array(['Sunday', '12–9PM'], dtype=object)
 array(['Monday', '11AM–9:30PM'], dtype=object)
 array(['Tuesday', '11AM–9:30PM'], dtype=object)
 array(['Wednesday', '11AM–9:30PM'], dtype=object)
 array(['Thursday', '11AM–9:30PM'], dtype=object)
 array(['Friday', '11AM–10:30PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs'], dtype=object), 'Atmosphere': array(['Casual', 'Cozy'], dtype=object), 'Crowd': array(['Groups'], dtype=object), 'Dining options': array(['Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': array(['Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite',
       'Small plates', 'Vegetarian options'], dtype=object), 'Payments': None, 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Takeout', 'Dine-in', 'Delivery'], dtype=object)}",Open ⋅ Closes 10PM,"['0x88e5ce8a9f9e4f23:0x4189270d89a38fe4'
 '0x88e5cc8d53fe39d7:0x814210c43db1bb7e'
 '0x88e5cdcebdcb627d:0x23663eb9c6ed4f2'
 '0x88e5cdcea0387e59:0x6f71b16288dcdf06']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5cdce5e4ab657:0x80a3d1beda6cec5d?authuser=-1&hl=en&gl=us
2480229,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 104 Bartram Oaks Walk Suite 106, Jacksonville, FL 32259",0x88e5ce8a9f9e48dd:0x582fe706af634aa7,"Casual, health-conscious chain cafe featuring custom smoothies, sandwiches & wraps.",30.122682,-81.62325,['Restaurant' 'Juice shop'],3.6,134,$,"[array(['Saturday', '7AM–9PM'], dtype=object)
 array(['Sunday', '8AM–9PM'], dtype=object)
 array(['Monday', '7AM–9PM'], dtype=object)
 array(['Tuesday', '7AM–9PM'], dtype=object)
 array(['Wednesday', '7AM–9PM'], dtype=object)
 array(['Thursday', '7AM–9PM'], dtype=object)
 array(['Friday', '7AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['College students', 'Groups'], dtype=object), 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': array(['Healthy options', ""Kids' menu"", 'Organic dishes', 'Quick bite',
       'Vegetarian options'], dtype=object), 'Payments': array(['Debit cards', 'NFC mobile payments', 'Credit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Breakfast', 'Lunch', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'No-contact delivery',
       'Delivery', 'Takeout', 'Dine-in'], dtype=object)}",Open ⋅ Closes 9PM,"['0x88e5ce3cf121dd6b:0xdfd99b18bb910836'
 '0x88e5c96c1744d8bd:0x26e3e4856e24975f'
 '0x88e5ccb67414b865:0xbe41d2843da9021e'
 '0x88e5ce8a99971bdb:0xb4623dfd9296d5a3'
 '0x88e5ce60a28960f3:0x6f0764adce3a624e']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5ce8a9f9e48dd:0x582fe706af634aa7?authuser=-1&hl=en&gl=us
2493017,Clean Eatz,"Clean Eatz, 2620 US Hwy 27 S Suite 800, Clermont, FL 34711",0x88dc57ed5a675af3:0x13a8aa92a21075fb,,27.55693,-81.510562,['Health food restaurant'],4.3,17,,,"{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['Groups'], dtype=object), 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': array(['Healthy options', 'Quick bite', 'Vegetarian options'],
      dtype=object), 'Payments': None, 'Planning': None, 'Popular for': array(['Lunch', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Takeout'], dtype=object)}",,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dc57ed5a675af3:0x13a8aa92a21075fb?authuser=-1&hl=en&gl=us
2509864,Edible Arrangements,"Edible Arrangements, 8501 Astronaut Blvd #1, Cape Canaveral, FL 32920",0x88e0a7b579e33195:0x6e051bb6c6addd5,Chain selling clever arrangements & gift baskets made up of gourmet fresh & chocolate-dipped fruit.,28.392636,-80.609901,"['Gift shop' 'Caterer' 'Chocolate shop' 'Dessert shop' 'Florist'
 'Gift basket store' 'Grocery store' 'Juice shop']",3.3,95,,"[array(['Saturday', '9AM–5PM'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '9AM–5PM'], dtype=object)
 array(['Tuesday', '9AM–5PM'], dtype=object)
 array(['Wednesday', '9AM–5PM'], dtype=object)
 array(['Thursday', '9AM–5PM'], dtype=object)
 array(['Friday', '9AM–5PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance',
       'Wheelchair accessible parking lot'], dtype=object), 'Activities': None, 'Amenities': array(['Wi-Fi'], dtype=object), 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': None, 'Payments': array(['Debit cards'], dtype=object), 'Planning': array(['Quick visit'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'In-store pickup',
       'In-store shopping', 'Same-day delivery'], dtype=object)}",Closed ⋅ Opens 9AM,"['0x88e0a78d23ef8fa1:0x438b7bbf7ef75d9c'
 '0x88de1d157c48c5dd:0xea8019f4de0d93c3'
 '0x88e0a99be2a2de55:0x9f07062caa205775'
 '0x88de1d17dfc4c309:0x7db8e681b31a9ab0'
 '0x88e0a9dfb07e7d8d:0xaa890d172b8dab01']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e0a7b579e33195:0x6e051bb6c6addd5?authuser=-1&hl=en&gl=us
2518472,Dockside Grille,"Dockside Grille, 41 Royal Palm Pointe, Vero Beach, FL 32963",0x88de5eda9533c519:0xb5d800e790461dc,Lively bistro serves a range of American dishes in a spiffy waterfront setting with outdoor seating.,27.646967,-80.378202,['American restaurant' 'Seafood restaurant'],3.0,15,,"[array(['Friday', '11:30AM–11PM'], dtype=object)
 array(['Saturday', '11:30AM–11PM'], dtype=object)
 array(['Sunday', '11:30AM–11PM'], dtype=object)
 array(['Monday', '11:30AM–11PM'], dtype=object)
 array(['Tuesday', '11:30AM–11PM'], dtype=object)
 array(['Wednesday', '11:30AM–11PM'], dtype=object)
 array(['Thursday', '11:30AM–11PM'], dtype=object)]","{'Accessibility': None, 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Delivery'], dtype=object)}",Permanently closed,"['0x88de5ecb7877cdc1:0xfa4ac8447645b98c'
 '0x88de5edab7b40d2b:0x58dee8b28cae6e30'
 '0x88de593a83c15b5b:0x1af14da64f9bd031'
 '0x88de59374d3e9395:0xc87bc1ae2b1f8c0']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de5eda9533c519:0xb5d800e790461dc?authuser=-1&hl=en&gl=us
2525163,Edible Arrangements,"Edible Arrangements, 6419 Manatee Ave W, Bradenton, FL 34209",0x88c317201d5858e1:0xcb6b1d145d587230,Chain selling clever arrangements & gift baskets made up of gourmet fresh & chocolate-dipped fruit.,27.494558,-82.626798,"['Gift shop' 'Caterer' 'Chocolate shop' 'Cookie shop'
 'Corporate gift supplier' 'Dessert shop' 'Florist' 'Gift basket store']",4.4,38,,"[array(['Friday', '9AM–6PM'], dtype=object)
 array(['Saturday', '9AM–5PM'], dtype=object)
 array(['Sunday', '9AM–2PM'], dtype=object)
 array(['Monday', '9AM–6PM'], dtype=object)
 array(['Tuesday', '9AM–6PM'], dtype=object)
 array(['Wednesday', '9AM–6PM'], dtype=object)
 array(['Thursday', '9:30AM–6PM'], dtype=object)]","{'Accessibility': None, 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': None, 'Payments': array(['Debit cards'], dtype=object), 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Same-day delivery', 'Delivery'], dtype=object)}",Permanently closed,"['0x88c31689c96d57c5:0xe165c37b0d467916'
 '0x88c317ac93f7a98d:0x1cdd5462c573faf'
 '0x88c31701bb9ad1eb:0xf35458d0854e894c'
 '0x88c31673bb4b6131:0x25566d5f82b99a16']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c317201d5858e1:0xcb6b1d145d587230?authuser=-1&hl=en&gl=us
2525164,Smoothie King,"Smoothie King, 3248 E Bay Dr, Holmes Beach, FL 34217",0x88c311b6ae14c633:0x8208a93a84a75f7a,"Health-conscious chain featuring blended drinks in varied flavors, nutritional products & snacks.",27.492825,-82.70801,"['Juice shop' 'Fast food restaurant' 'Health food restaurant'
 'Delivery Restaurant' 'Takeout Restaurant' 'Vitamin & supplements store']",3.2,28,$$,,"{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': array([""Kids' menu""], dtype=object), 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'Takeout'], dtype=object)}",,"['0x88c338d6e3115539:0x94d9e666702d3b2e'
 '0x88c310312ce4d5a9:0xc0446431cc38d063'
 '0x88c3162abd24520f:0x148f9ecf1b74b6f0'
 '0x88c317e79b5bd5fd:0x6b0c1bbf75c9850c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c311b6ae14c633:0x8208a93a84a75f7a?authuser=-1&hl=en&gl=us
2527378,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 7561 W Sand Lake Rd, Orlando, FL 32819",0x88e77fa654cff541:0x257f6fc2fa092528,"Casual, health-conscious chain cafe featuring custom smoothies, sandwiches & wraps.",28.450679,-81.486069,['Restaurant' 'Juice shop'],4.2,138,$,"[array(['Friday', '8AM–8PM'], dtype=object)
 array(['Saturday', '8AM–8PM'], dtype=object)
 array(['Sunday', '9AM–8PM'], dtype=object)
 array(['Monday', '8AM–8PM'], dtype=object)
 array(['Tuesday', '8AM–8PM'], dtype=object)
 array(['Wednesday', '8AM–8PM'], dtype=object)
 array(['Thursday', '8AM–8PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': array(['Casual', 'Cozy'], dtype=object), 'Crowd': array(['College students', 'Groups', 'Tourists'], dtype=object), 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': array(['Healthy options', ""Kids' menu"", 'Organic dishes', 'Quick bite',
       'Vegetarian options'], dtype=object), 'Payments': array(['Debit cards', 'NFC mobile payments', 'Credit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Breakfast', 'Lunch', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'Takeout', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 8AM Sat,"['0x88e77fa16c9fa51f:0xe2d363b37d216fe'
 '0x88dd81a78473064f:0xa2e8122aa8eda12d'
 '0x88e77f1fddcd70dd:0xe5e8fa9f783562e4']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77fa654cff541:0x257f6fc2fa092528?authuser=-1&hl=en&gl=us
